Local authority,Library name,Date,Type,Outcome,Attendees
Barnet,Hendon,2018-05-15,Baby Rhyme Time,Stronger more resilient communities,10
Barnet,Hendon,2018-05-16,IT,Stronger more resilient communities,6
Barnet,Hendon,2018-05-18,Other child 5+,Stronger more resilient communities,9
Barnet,Hendon,2018-05-19,Toddler Read and Rhyme,Stronger more resilient communities,13
Barnet,Hendon,2018-05-22,Baby Rhyme Time,Stronger more resilient communities,10
Barnet,Hendon,2018-05-23,IT,Stronger more resilient communities,1
Barnet,Hendon,2018-05-23,IT,Stronger more resilient communities,6
Barnet,Hendon,2018-06-01,Other Child 5+,Stronger more resilient communities,13
Barnet,Hendon,2018-06-05,Baby Rhyme Time,Stronger more resilient communities,8
Barnet,Hendon,2018-06-05,Class Visits Primary,Stronger more resilient communities,32
Barnet,Hendon,2018-06-05,Class Visits Primary,Stronger more resilient communities,38
Barnet,Hendon,2018-06-05,Class Visits Primary,Stronger more resilient communities,40
Barnet,Hendon,2018-06-05,Other adult,Stronger more resilient communities,2
Barnet,Hendon,2018-06-08,Other child 5+,Stronger more resilient communities,5
Barnet,Hendon,2018-06-12,Baby Rhyme Time,Stronger more resilient communities,10
Barnet,Hendon,2018-06-15,Other child 5+,Stronger more resilient communities,8
Barnet,Hendon,2018-06-19,Baby Rhyme Time,Stronger more resilient communities,5
Barnet,Hendon,2018-06-22,Other Child 5+,Stronger more resilient communities,5
Barnet,Hendon,2018-06-26,Baby Rhyme Time,Stronger more resilient communities,11
Barnet,Hendon,2018-06-29,Other Child 5+,Stronger more resilient communities,9
Barnet,Hendon,2018-07-03,Baby Rhyme Time,Stronger more resilient communities,12
Barnet,Hendon,2018-07-06,Other child 5+,Stronger more resilient communities,9
Barnet,Hendon,2018-07-10,Baby Rhyme Time,Stronger more resilient communities,10
Barnet,Hendon,2018-07-13,Other child 5+,Stronger more resilient communities,11
Barnet,Hendon,2018-07-17,Baby Rhyme Time,Stronger more resilient communities,15
Barnet,Hendon,2018-07-20,Other child 5+,Stronger more resilient communities,7
Barnet,Hendon,2018-08-01,Summer Reading Challenge,Stronger more resilient communities,32
Barnet,Hendon,2018-08-15,Other child 5+,Stronger more resilient communities,115
Barnet,Hendon,2018-08-31,Summer Reading Challenge,Stronger more resilient communities,24
Barnet,Hendon,2018-09-05,Toddler Read and Rhyme,Stronger more resilient communities,8
Barnet,Hendon,2018-09-07,Other child 5+,Stronger more resilient communities,9
Barnet,Hendon,2018-09-12,Reading Group Adult,Stronger more resilient communities,7
Barnet,Hendon,2018-09-12,Toddler Read and Rhyme,Stronger more resilient communities,13
Barnet,Hendon,2018-09-14,Other child 5+,Stronger more resilient communities,10
Barnet,Hendon,2018-09-18,Conversation Café/Language Session,Stronger more resilient communities,2
Barnet,Hendon,2018-09-19,Toddler Read and Rhyme,Stronger more resilient communities,12
Barnet,Hendon,2018-09-21,Other child 5+,Stronger more resilient communities,4
Barnet,Hendon,2018-09-25,Conversation Café/Language Session,Stronger more resilient communities,2
Barnet,Hendon,2018-09-26,Toddler Read and Rhyme,Stronger more resilient communities,10
Barnet,Hendon,2018-09-28,Other child 5+,Stronger more resilient communities,7
Barnet,Hendon,2018-10-02,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Hendon,2018-10-03,Toddler Read and Rhyme,Stronger more resilient communities,16
Barnet,Hendon,2018-10-05,IT,Stronger more resilient communities,7
Barnet,Hendon,2018-10-05,Other child 5+,Stronger more resilient communities,5
Barnet,Hendon,2018-10-09,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Hendon,2018-10-09,IT,Stronger more resilient communities,7
Barnet,Hendon,2018-10-10,Toddler Read and Rhyme,Stronger more resilient communities,10
Barnet,Hendon,2018-10-12,IT,Stronger more resilient communities,7
Barnet,Hendon,2018-10-12,Other child 5+,Stronger more resilient communities,8
Barnet,Hendon,2018-10-16,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Hendon,2018-10-16,IT,Stronger more resilient communities,7
Barnet,Hendon,2018-10-17,Reading Group Adult,Stronger more resilient communities,5
Barnet,Hendon,2018-10-17,Toddler Read and Rhyme,Stronger more resilient communities,12
Barnet,Hendon,2018-10-19,IT,Stronger more resilient communities,7
Barnet,Hendon,2018-10-19,Other child 5+,Stronger more resilient communities,6
Barnet,Hendon,2018-10-23,IT,Stronger more resilient communities,7
Barnet,Hendon,2018-10-30,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Hendon,2018-10-31,Toddler Read and Rhyme,Stronger more resilient communities,16
Barnet,Hendon,2018-11-02,IT,Stronger more resilient communities,7
Barnet,Hendon,2018-11-02,Other child 5+,Stronger more resilient communities,14
Barnet,Hendon,2018-11-06,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Hendon,2018-11-06,IT,Stronger more resilient communities,7
Barnet,Hendon,2018-11-07,Other child 5+,Stronger more resilient communities,7
Barnet,Hendon,2018-11-07,Toddler Read and Rhyme,Stronger more resilient communities,13
Barnet,Hendon,2018-11-09,IT,Stronger more resilient communities,7
Barnet,Hendon,2018-11-09,Other adult,Stronger more resilient communities,26
Barnet,Hendon,2018-11-13,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Hendon,2018-11-13,IT,Stronger more resilient communities,7
Barnet,Hendon,2018-11-14,IT,Stronger more resilient communities,3
Barnet,Hendon,2018-11-14,Reading Group Adult,Stronger more resilient communities,5
Barnet,Hendon,2018-11-14,Toddler Read and Rhyme,Stronger more resilient communities,12
Barnet,Hendon,2018-11-16,Other child 5+,Stronger more resilient communities,6
Barnet,Hendon,2018-11-20,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Hendon,2018-11-20,IT,Stronger more resilient communities,7
Barnet,Hendon,2018-11-21,Toddler Read and Rhyme,Stronger more resilient communities,9
Barnet,Hendon,2018-11-23,Other child 5+,Stronger more resilient communities,3
Barnet,Hendon,2018-11-27,Conversation Café/Language Session,Stronger more resilient communities,7
Barnet,Hendon,2018-11-27,IT,Stronger more resilient communities,7
Barnet,Hendon,2018-11-28,Toddler Read and Rhyme,Stronger more resilient communities,16
Barnet,Hendon,2018-11-30,IT,Stronger more resilient communities,7
Barnet,Hendon,2018-11-30,Other child 5+,Stronger more resilient communities,5
Barnet,Hendon,2018-12-04,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Hendon,2018-12-05,Class Visits Primary,Stronger more resilient communities,0
Barnet,Hendon,2018-12-05,IT,Stronger more resilient communities,7
Barnet,Hendon,2018-12-05,Toddler Read and Rhyme,Stronger more resilient communities,10
Barnet,Hendon,2018-12-07,IT,Stronger more resilient communities,7
Barnet,Hendon,2018-12-11,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Hendon,2018-12-12,Class Visits Primary,Stronger more resilient communities,31
Barnet,Hendon,2018-12-12,IT,Stronger more resilient communities,7
Barnet,Hendon,2018-12-12,Reading Group Adult,Stronger more resilient communities,5
Barnet,Hendon,2018-12-12,Toddler Read and Rhyme,Stronger more resilient communities,11
Barnet,Hendon,2018-12-14,IT,Stronger more resilient communities,7
Barnet,Hendon,2018-12-14,Other Child 5+,Stronger more resilient communities,2
Barnet,Hendon,2018-12-18,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Hendon,2018-12-19,IT,Stronger more resilient communities,7
Barnet,Hendon,2018-12-21,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-01-08,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Hendon,2019-01-08,IT,Stronger more resilient communities,6
Barnet,Hendon,2019-01-09,Toddler Read and Rhyme,Stronger more resilient communities,11
Barnet,Hendon,2019-01-11,Other adult,Stronger more resilient communities,15
Barnet,Hendon,2019-01-11,Other child 5+,Stronger more resilient communities,9
Barnet,Hendon,2019-01-15,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Hendon,2019-01-15,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-01-16,Toddler Read and Rhyme,Stronger more resilient communities,11
Barnet,Hendon,2019-01-18,Other adult,Stronger more resilient communities,13
Barnet,Hendon,2019-01-18,Other child 5+,Stronger more resilient communities,4
Barnet,Hendon,2019-01-19,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-01-22,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Hendon,2019-01-22,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-01-23,Toddler Read and Rhyme,Stronger more resilient communities,8
Barnet,Hendon,2019-01-25,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-01-25,Other adult,Stronger more resilient communities,6
Barnet,Hendon,2019-01-25,Other child 5+,Stronger more resilient communities,7
Barnet,Hendon,2019-01-29,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Hendon,2019-01-29,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-01-30,Toddler Read and Rhyme,Stronger more resilient communities,17
Barnet,Hendon,2019-02-01,Other adult,Stronger more resilient communities,8
Barnet,Hendon,2019-02-01,Other child 5+,Stronger more resilient communities,3
Barnet,Hendon,2019-02-05,Class Visits Nursery,Stronger more resilient communities,17
Barnet,Hendon,2019-02-05,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Hendon,2019-02-05,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-02-06,Toddler Read and Rhyme,Stronger more resilient communities,13
Barnet,Hendon,2019-02-06,Toddler Read and Rhyme,Stronger more resilient communities,16
Barnet,Hendon,2019-02-08,Class Visits Primary,Stronger more resilient communities,21
Barnet,Hendon,2019-02-08,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-02-08,Other child 5+,Stronger more resilient communities,11
Barnet,Hendon,2019-02-12,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Hendon,2019-02-13,Reading Group Adult,Stronger more resilient communities,4
Barnet,Hendon,2019-02-13,Reading Group Adult,Stronger more resilient communities,5
Barnet,Hendon,2019-02-13,Toddler Read and Rhyme,Stronger more resilient communities,12
Barnet,Hendon,2019-02-15,Class Visits Primary,Stronger more resilient communities,21
Barnet,Hendon,2019-02-15,Other child 5+,Stronger more resilient communities,4
Barnet,Hendon,2019-02-22,Other adult,Stronger more resilient communities,6
Barnet,Hendon,2019-02-22,Other child 5+,Stronger more resilient communities,8
Barnet,Hendon,2019-02-26,Conversation Café/Language Session,Stronger more resilient communities,9
Barnet,Hendon,2019-02-26,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-02-27,Toddler Read and Rhyme,Stronger more resilient communities,13
Barnet,Hendon,2019-03-01,Class Visits Primary,Stronger more resilient communities,19
Barnet,Hendon,2019-03-01,Class Visits Primary,Stronger more resilient communities,20
Barnet,Hendon,2019-03-01,Other child 5+,Stronger more resilient communities,5
Barnet,Hendon,2019-03-05,Conversation Café/Language Session,Stronger more resilient communities,9
Barnet,Hendon,2019-03-05,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-03-08,Class Visits Primary,Stronger more resilient communities,20
Barnet,Hendon,2019-03-08,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-03-08,Other child 5+,Stronger more resilient communities,9
Barnet,Hendon,2019-03-12,Conversation Café/Language Session,Stronger more resilient communities,9
Barnet,Hendon,2019-03-12,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-03-13,Reading Group Adult,Stronger more resilient communities,4
Barnet,Hendon,2019-03-13,Toddler Read and Rhyme,Stronger more resilient communities,14
Barnet,Hendon,2019-03-15,Class Visits Primary,Stronger more resilient communities,20
Barnet,Hendon,2019-03-15,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-03-19,Conversation Café/Language Session,Stronger more resilient communities,7
Barnet,Hendon,2019-03-20,Reading Group Adult,Stronger more resilient communities,3
Barnet,Hendon,2019-03-22,Class Visits Primary,Stronger more resilient communities,21
Barnet,Hendon,2019-03-22,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-03-22,Other child 5+,Stronger more resilient communities,10
Barnet,Hendon,2019-03-26,Conversation Café/Language Session,Stronger more resilient communities,7
Barnet,Hendon,2019-03-26,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-03-26,Toddler Read and Rhyme,Stronger more resilient communities,8
Barnet,Hendon,2019-03-29,Class Visits Primary,Stronger more resilient communities,22
Barnet,Hendon,2019-03-29,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-03-29,Other child 5+,Stronger more resilient communities,8
Barnet,Hendon,2019-04-02,Conversation Café/Language Session,Stronger more resilient communities,8
Barnet,Hendon,2019-04-02,IT,Stronger more resilient communities,5
Barnet,Hendon,2019-04-03,Toddler Read and Rhyme,Stronger more resilient communities,16
Barnet,Hendon,2019-04-05,Boardgames,Stronger more resilient communities,2
Barnet,Hendon,2019-04-05,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-04-09,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-04-09,Reading Group Adult,Stronger more resilient communities,8
Barnet,Hendon,2019-04-10,Reading Group Adult,Stronger more resilient communities,4
Barnet,Hendon,2019-04-17,Reading Group Adult,Stronger more resilient communities,3
Barnet,Hendon,2019-04-23,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Hendon,2019-04-23,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-04-24,Reading Group Adult,Stronger more resilient communities,3
Barnet,Hendon,2019-04-24,Toddler Read and Rhyme,Stronger more resilient communities,6
Barnet,Hendon,2019-04-26,Boardgames,Stronger more resilient communities,13
Barnet,Hendon,2019-04-26,Class Visits Primary,Stronger more resilient communities,20
Barnet,Hendon,2019-04-30,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Hendon,2019-04-30,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-05-01,Reading Group Adult,Stronger more resilient communities,4
Barnet,Hendon,2019-05-01,Toddler Read and Rhyme,Stronger more resilient communities,8
Barnet,Hendon,2019-05-03,Boardgames,Stronger more resilient communities,6
Barnet,Hendon,2019-05-03,Class Visits Primary,Stronger more resilient communities,20
Barnet,Hendon,2019-05-07,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Hendon,2019-05-08,Reading Group Adult,Stronger more resilient communities,4
Barnet,Hendon,2019-05-08,Toddler Read and Rhyme,Stronger more resilient communities,11
Barnet,Hendon,2019-05-10,Boardgames,Stronger more resilient communities,10
Barnet,Hendon,2019-05-10,Class Visits Primary,Stronger more resilient communities,20
Barnet,Hendon,2019-05-10,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-05-14,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Hendon,2019-05-14,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-05-15,Toddler Read and Rhyme,Stronger more resilient communities,6
Barnet,Hendon,2019-05-17,Boardgames,Stronger more resilient communities,10
Barnet,Hendon,2019-05-17,Class Visits Primary,Stronger more resilient communities,20
Barnet,Hendon,2019-05-17,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-05-21,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Hendon,2019-05-21,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-05-22,Other Child 5+,Stronger more resilient communities,37
Barnet,Hendon,2019-05-22,Toddler Read and Rhyme,Stronger more resilient communities,4
Barnet,Hendon,2019-05-24,Boardgames,Stronger more resilient communities,2
Barnet,Hendon,2019-05-24,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-05-28,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-05-29,Other Child 5+,Stronger more resilient communities,14
Barnet,Hendon,2019-05-31,Class Visits Primary,Stronger more resilient communities,20
Barnet,Hendon,2019-06-04,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Hendon,2019-06-05,Toddler Read and Rhyme,Stronger more resilient communities,10
Barnet,Hendon,2019-06-07,Class Visits Primary,Stronger more resilient communities,20
Barnet,Hendon,2019-06-07,Other Child 5+,Stronger more resilient communities,11
Barnet,Hendon,2019-06-10,Other adult,Stronger more resilient communities,7
Barnet,Hendon,2019-06-11,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Hendon,2019-06-11,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-06-12,Reading Group Adult,Stronger more resilient communities,0
Barnet,Hendon,2019-06-12,Toddler Read and Rhyme,Stronger more resilient communities,6
Barnet,Hendon,2019-06-14,Class Visits Primary,Stronger more resilient communities,20
Barnet,Hendon,2019-06-14,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-06-14,Other Child 5+,Stronger more resilient communities,5
Barnet,Hendon,2019-06-18,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Hendon,2019-06-18,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-06-19,Toddler Read and Rhyme,Stronger more resilient communities,14
Barnet,Hendon,2019-06-21,Class Visits Primary,Stronger more resilient communities,22
Barnet,Hendon,2019-06-21,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-06-21,Other Child 5+,Stronger more resilient communities,9
Barnet,Hendon,2019-06-22,Other adult,Stronger more resilient communities,13
Barnet,Hendon,2019-06-25,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Hendon,2019-06-25,IT,Stronger more resilient communities,4
Barnet,Hendon,2019-06-26,Toddler Read and Rhyme,Stronger more resilient communities,10
Barnet,Hendon,2019-06-28,Boardgames,Stronger more resilient communities,8
Barnet,Hendon,2019-06-28,Class Visits Primary,Stronger more resilient communities,2
Barnet,Hendon,2019-06-28,IT,Stronger more resilient communities,4
Barnet,Hendon,2019-07-02,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Hendon,2019-07-02,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-07-03,Toddler Read and Rhyme,Stronger more resilient communities,12
Barnet,Hendon,2019-07-04,Reading Group Adult,Stronger more resilient communities,3
Barnet,Hendon,2019-07-05,Boardgames,Stronger more resilient communities,21
Barnet,Hendon,2019-07-05,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-07-09,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Hendon,2019-07-09,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-07-10,Toddler Read and Rhyme,Stronger more resilient communities,12
Barnet,Hendon,2019-07-12,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-07-16,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Hendon,2019-07-17,Toddler Read and Rhyme,Stronger more resilient communities,4
Barnet,Hendon,2019-07-18,Other adult,Stronger more resilient communities,8
Barnet,Hendon,2019-07-19,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-07-19,Other Child 5+,Stronger more resilient communities,9
Barnet,Hendon,2019-07-23,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-07-26,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-07-26,Other Child 5+,Stronger more resilient communities,25
Barnet,Hendon,2019-07-30,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-08-07,Summer Reading Challenge,Stronger more resilient communities,45
Barnet,Hendon,2019-08-16,Summer Reading Challenge,Stronger more resilient communities,40
Barnet,Hendon,2019-08-21,Reading Group Adult,Stronger more resilient communities,4
Barnet,Hendon,2019-09-04,Other Child 5+,Stronger more resilient communities,45
Barnet,Hendon,2019-09-04,Toddler Read and Rhyme,Stronger more resilient communities,9
Barnet,Hendon,2019-09-10,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Hendon,2019-09-10,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-09-11,Reading Group Adult,Stronger more resilient communities,4
Barnet,Hendon,2019-09-11,Toddler Read and Rhyme,Stronger more resilient communities,23
Barnet,Hendon,2019-09-13,Boardgames,Stronger more resilient communities,12
Barnet,Hendon,2019-09-17,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Hendon,2019-09-17,IT,Stronger more resilient communities,7
Barnet,Hendon,2019-09-18,IT,Stronger more resilient communities,16
Barnet,Hendon,2019-09-20,Boardgames,Stronger more resilient communities,10
Barnet,Hendon,2019-09-24,Coffee morning/Afternoon tea,Stronger more resilient communities,2
Barnet,Hendon,2019-09-24,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Hendon,2019-09-24,IT,Stronger more resilient communities,6
Barnet,Hendon,2019-09-25,Other adult,Stronger more resilient communities,4
Barnet,Hendon,2019-09-25,Toddler Read and Rhyme,Stronger more resilient communities,18
Barnet,Hendon,2019-09-27,Boardgames,Stronger more resilient communities,11
Barnet,Hendon,2019-10-01,Coffee morning/Afternoon tea,Stronger more resilient communities,3
Barnet,Hendon,2019-10-02,Toddler Read and Rhyme,Stronger more resilient communities,21
Barnet,Hendon,2019-10-04,Other adult,Stronger more resilient communities,1
Barnet,Hendon,2019-10-04,Other Child 5+,Stronger more resilient communities,14
Barnet,Hendon,2019-10-09,Toddler Read and Rhyme,Stronger more resilient communities,15
Barnet,Mill Hill,2018-01-10,Baby Rhyme Time,Stronger more resilient communities,18
Barnet,Mill Hill,2018-01-17,Baby Rhyme Time,Stronger more resilient communities,20
Barnet,Mill Hill,2018-01-24,Baby Rhyme Time,Stronger more resilient communities,24
Barnet,Mill Hill,2018-01-31,Baby Rhyme Time,Stronger more resilient communities,32
Barnet,Mill Hill,2018-02-21,Baby Rhyme Time,Stronger more resilient communities,30
Barnet,Mill Hill,2018-02-21,Reading Group Adult,Stronger more resilient communities,8
Barnet,Mill Hill,2018-02-28,Baby Rhyme Time,Stronger more resilient communities,23
Barnet,Mill Hill,2018-03-01,Advice/Surgery,Stronger more resilient communities,12
Barnet,Mill Hill,2018-03-01,Coffee morning/Afternoon tea,Stronger more resilient communities,5
Barnet,Mill Hill,2018-03-03,Coffee morning/Afternoon tea,Stronger more resilient communities,4
Barnet,Mill Hill,2018-03-07,Baby Rhyme Time,Stronger more resilient communities,40
Barnet,Mill Hill,2018-03-10,Coffee morning/Afternoon tea,Stronger more resilient communities,8
Barnet,Mill Hill,2018-03-14,Baby Rhyme Time,Stronger more resilient communities,25
Barnet,Mill Hill,2018-03-14,Reading Group Adult,Stronger more resilient communities,10
Barnet,Mill Hill,2018-03-17,Coffee morning/Afternoon tea,Stronger more resilient communities,9
Barnet,Mill Hill,2018-03-21,Baby Rhyme Time,Stronger more resilient communities,24
Barnet,Mill Hill,2018-03-27,Coffee morning/Afternoon tea,Stronger more resilient communities,6
Barnet,Mill Hill,2018-03-28,Advice/Surgery,Stronger more resilient communities,1
Barnet,Mill Hill,2018-03-28,Baby Rhyme Time,Stronger more resilient communities,8
Barnet,Mill Hill,2018-04-10,Reading Group Adult,Stronger more resilient communities,9
Barnet,Mill Hill,2018-04-18,Baby Rhyme Time,Stronger more resilient communities,24
Barnet,Mill Hill,2018-04-18,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Mill Hill,2018-04-25,Baby Rhyme Time,Stronger more resilient communities,27
Barnet,Mill Hill,2018-04-25,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Mill Hill,2018-05-02,Baby Rhyme Time,Stronger more resilient communities,24
Barnet,Mill Hill,2018-05-02,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Mill Hill,2018-05-08,Reading Group Adult,Stronger more resilient communities,12
Barnet,Mill Hill,2018-05-09,Baby Rhyme Time,Stronger more resilient communities,24
Barnet,Mill Hill,2018-05-09,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Mill Hill,2018-05-16,Baby Rhyme Time,Stronger more resilient communities,28
Barnet,Mill Hill,2018-05-16,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Mill Hill,2018-05-23,Baby Rhyme Time,Stronger more resilient communities,38
Barnet,Mill Hill,2018-05-23,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Mill Hill,2018-06-06,Baby Rhyme Time,Stronger more resilient communities,28
Barnet,Mill Hill,2018-06-06,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Mill Hill,2018-06-12,Reading Group Adult,Stronger more resilient communities,10
Barnet,Mill Hill,2018-06-13,Baby Rhyme Time,Stronger more resilient communities,24
Barnet,Mill Hill,2018-06-13,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Mill Hill,2018-06-20,Baby Rhyme Time,Stronger more resilient communities,27
Barnet,Mill Hill,2018-06-20,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Mill Hill,2018-06-27,Baby Rhyme Time,Stronger more resilient communities,31
Barnet,Mill Hill,2018-06-27,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Mill Hill,2018-07-04,Baby Rhyme Time,Stronger more resilient communities,24
Barnet,Mill Hill,2018-07-04,Conversation Café/Language Session,Stronger more resilient communities,8
Barnet,Mill Hill,2018-07-10,Reading Group Adult,Stronger more resilient communities,10
Barnet,Mill Hill,2018-07-11,Baby Rhyme Time,Stronger more resilient communities,18
Barnet,Mill Hill,2018-07-11,Conversation Café/Language Session,Stronger more resilient communities,7
Barnet,Mill Hill,2018-07-18,Baby Rhyme Time,Stronger more resilient communities,29
Barnet,Mill Hill,2018-07-18,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Mill Hill,2018-07-25,Baby Rhyme Time,Stronger more resilient communities,31
Barnet,Mill Hill,2018-07-25,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Mill Hill,2018-08-14,Reading Group Adult,Stronger more resilient communities,13
Barnet,Mill Hill,2018-08-14,Summer Reading Challenge,Stronger more resilient communities,40
Barnet,Mill Hill,2018-09-05,Baby Rhyme Time,Stronger more resilient communities,27
Barnet,Mill Hill,2018-09-05,Conversation Café/Language Session,Stronger more resilient communities,2
Barnet,Mill Hill,2018-09-11,Reading Group Adult,Stronger more resilient communities,12
Barnet,Mill Hill,2018-09-12,Baby Rhyme Time,Stronger more resilient communities,31
Barnet,Mill Hill,2018-09-12,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Mill Hill,2018-09-19,Baby Rhyme Time,Stronger more resilient communities,30
Barnet,Mill Hill,2018-09-19,Conversation Café/Language Session,Stronger more resilient communities,9
Barnet,Mill Hill,2018-09-26,Baby Rhyme Time,Stronger more resilient communities,30
Barnet,Mill Hill,2018-09-26,Conversation Café/Language Session,Stronger more resilient communities,7
Barnet,Mill Hill,2018-10-03,Baby Rhyme Time,Stronger more resilient communities,29
Barnet,Mill Hill,2018-10-03,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Mill Hill,2018-10-09,Reading Group Adult,Stronger more resilient communities,11
Barnet,Mill Hill,2018-10-10,Baby Rhyme Time,Stronger more resilient communities,30
Barnet,Mill Hill,2018-10-10,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Mill Hill,2018-10-17,Baby Rhyme Time,Stronger more resilient communities,26
Barnet,Mill Hill,2018-10-17,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Mill Hill,2018-10-31,Baby Rhyme Time,Stronger more resilient communities,36
Barnet,Mill Hill,2018-10-31,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Mill Hill,2018-11-07,Baby Rhyme Time,Stronger more resilient communities,26
Barnet,Mill Hill,2018-11-07,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Mill Hill,2018-11-13,Reading Group Adult,Stronger more resilient communities,10
Barnet,Mill Hill,2018-11-14,Baby Rhyme Time,Stronger more resilient communities,30
Barnet,Mill Hill,2018-11-14,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Mill Hill,2018-11-21,Baby Rhyme Time,Stronger more resilient communities,35
Barnet,Mill Hill,2018-11-21,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Mill Hill,2018-11-28,Baby Rhyme Time,Stronger more resilient communities,23
Barnet,Mill Hill,2018-11-28,Conversation Café/Language Session,Stronger more resilient communities,1
Barnet,Mill Hill,2018-12-05,Baby Rhyme Time,Stronger more resilient communities,23
Barnet,Mill Hill,2018-12-06,Conversation Café/Language Session,Stronger more resilient communities,2
